pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_0b18540f,West Godavari,2024-03-09,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1400.0,,,35000,0,Planned harvest,
pond_8fd1554c,West Godavari,2024-03-09,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,500.0,,,45000,0,Planned harvest,
pond_95fa2b00,Nellore,2024-03-09,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,3714,3714.0,,,,True
pond_8a8b9562,West Godavari,2024-03-06,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2707,2707.0,,,,False
pond_bee2e7f5,West Godavari,2024-03-06,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,11029.0,,,,False
pond_fc8ef4d2,West Godavari,2024-03-06,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2666,2666.0,,,,False
pond_2e0e9d1a,West Godavari,2024-03-05,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1360.0,,,30000,0,Planned harvest,
pond_299152dc,Nellore,2024-03-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9:0.8:0.2,,100.0,3786,3786.0,,,,False
pond_7e1ace3d,West Godavari,2024-03-02,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,15000,0,Planned harvest,
pond_8e2bb040,West Godavari,2024-03-02,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,37000,0,Planned harvest,
pond_28c916f9,West Godavari,2024-03-01,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,2199.0,,,,False
pond_e78b9c9a,West Godavari,2024-03-01,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,400.0,,,14000,43000,Planned harvest,
pond_0c63298a,West Godavari,2024-03-01,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1780.0,,,125000,0,Planned harvest,
pond_727e3097,West Godavari,2024-02-29,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,750.0,,,13000,0,Planned harvest,
pond_2e1713ae,Nellore,2024-02-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,3726,3726.0,,,,True
pond_f86d5d94,West Godavari,2024-02-24,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2703,2703.0,,,,False
pond_988c1692,West Godavari,2024-02-20,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,1669,1669.0,,,,False
pond_da579dd5,Nellore,2024-02-20,Harvest,Chaitanya,,Roopchand,,,1100.0,,,5000,0,Planned harvest,
pond_373669d6,Nellore,2024-02-20,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1180.0,,,1300,0,Planned harvest,
pond_1d648007,Nellore,2024-02-19,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,633.0,,,1900,0,Planned harvest,
pond_b7082dc1,West Godavari,2024-02-19,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,18000,18000.0,,,,False
pond_51789df8,West Godavari,2024-02-19,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,10.0,14911,14911.0,,,,False
pond_863e7ed4,Nellore,2024-02-18,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,722.0,,,6500,0,Planned harvest,
pond_da3b5851,Nellore,2024-02-18,Harvest,Chaitanya,,Roopchand,,,1000.0,,,5000,0,Planned harvest,
pond_aabd8703,Nellore,2024-02-18,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,4800,0,Planned harvest,
pond_70614260,West Godavari,2024-02-17,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,2222,2222.0,,,,False
pond_299152dc,Nellore,2024-02-16,Harvest,Chaitanya,,Roopchand,,,766.0,,,2300,0,Planned harvest,
pond_eb2903bd,West Godavari,2024-02-16,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,360.0,1996,1996.0,,,,False
pond_20c3d3aa,West Godavari,2024-02-16,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,360.0,,,10800,50000,Planned harvest,
pond_ba85724b,Nellore,2024-02-15,Harvest,Chaitanya,,Roopchand,,,1100.0,,,5500,0,Planned harvest,
pond_1dbb9f8d,Nellore,2024-02-15,Harvest,Chaitanya,,Roopchand,,,1000.0,,,5000,0,Planned harvest,
pond_9719af6d,Nellore,2024-02-14,Partial harvest,Chaitanya,,Roopchand,,,1000.0,,,35000,61000,Planned harvest,
pond_ee1be8cb,West Godavari,2024-02-13,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,160000,0,Planned harvest,
pond_c30c0534,Nellore,2024-02-12,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,30.0,2600,2600.0,,,,True
pond_4389488f,West Godavari,2024-02-12,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,30.0,2545,2545.0,,,,False
pond_70614260,West Godavari,2024-02-11,Partial harvest,Chaitanya,,"Rohu (Labeo rohita), Catla (Catla catla)",,,250.0,,,22500,30000,,
pond_f1f0953d,West Godavari,2024-02-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,140000,0,Planned harvest,
pond_aef38b14,Nellore,2024-02-10,Partial harvest,Chaitanya,,Roopchand,,,1000.0,,,10000,11000,Planned harvest,
pond_5773604b,Nellore,2024-02-08,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,3500,3500.0,,,,True
pond_ac7bb683,West Godavari,2024-02-06,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5814,5814.0,,,,False
pond_eb2903bd,West Godavari,2024-02-05,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,52000,0,Planned harvest,
pond_dda2c111,Nellore,2024-02-02,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,15.0,28571,28571.0,,,,True
pond_89aabef8,West Godavari,2024-02-02,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,85.0,7473,7473.0,,,,False
pond_a6d694f5,West Godavari,2024-02-01,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,60.0,6767,6767.0,,,,False
pond_cc547e32,West Godavari,2024-01-29,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,15135,15135.0,,,,False
pond_4302964d,West Godavari,2024-01-28,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,36364,36364.0,,,,False
pond_4fc9a5af,Nellore,2024-01-27,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,685.0,,,1850,0,Planned harvest,
pond_90a9bb25,West Godavari,2024-01-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,220.0,,,3000,0,Planned harvest,
pond_f41bd81d,West Godavari,2024-01-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,24000,0,Planned harvest,
pond_51789df8,West Godavari,2024-01-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,15200,0,Planned harvest,
pond_c7407a79,West Godavari,2024-01-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,200.0,3512,3512.0,,,,False
pond_1d249330,Nellore,2024-01-24,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,5.0,90910,90910.0,,,,True
pond_f18f1d57,Nellore,2024-01-23,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,550.0,,,3300,0,,
pond_87edd7c9,West Godavari,2024-01-22,Partial harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,28000,40000,Planned harvest,
pond_c7407a79,West Godavari,2024-01-22,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,74000,0,Planned harvest,
pond_b3126696,West Godavari,2024-01-22,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,2715,2715.0,,,,False
pond_89aabef8,West Godavari,2024-01-22,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,150.0,,,6585,0,Planned harvest,
pond_09f0cd92,Nellore,2024-01-20,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,920.0,,,23000,0,Planned harvest,
pond_bf58902e,Nellore,2024-01-20,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,750.0,,,9000,0,Planned harvest,
pond_33221a45,West Godavari,2024-01-20,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1300.0,,,65000,0,Planned harvest,
pond_49ea61c0,West Godavari,2024-01-18,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,2303,2303.0,,,,False
pond_5c2246d5,West Godavari,2024-01-18,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2647,2647.0,,,,False
pond_a47e2d27,West Godavari,2024-01-18,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,6250,6250.0,,,,False
pond_7fc56232,Nellore,2024-01-18,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,937.0,,,15000,0,Planned harvest,
pond_348a1d24,West Godavari,2024-01-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2180,2180.0,,,,False
pond_5f9e292b,West Godavari,2024-01-14,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,350.0,2968,2968.0,,,,False
pond_a6d694f5,West Godavari,2024-01-14,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,220.0,,,22000,0,Planned harvest,
pond_a0b42194,West Godavari,2024-01-12,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,3077,3077.0,,,,False
pond_e5db19e4,West Godavari,2024-01-09,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10000,10000.0,,,,False
pond_07ed9225,Nellore,2024-01-05,Harvest,Chaitanya,,Catla (Catla catla),,,1000.0,,,4000,0,Planned harvest,
pond_5f9e292b,West Godavari,2024-01-05,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1600.0,,,162000,0,Planned harvest,
pond_2e1713ae,Nellore,2024-01-03,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,722.0,,,13000,0,Planned harvest,
pond_b3126696,West Godavari,2024-01-02,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,70000,0,Planned harvest,
pond_ca25b296,West Godavari,2024-01-02,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2561,2561.0,,,,False
pond_f9e817c6,West Godavari,2023-12-30,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,25.0,9090,9090.0,,,,False
pond_9a0003fb,West Godavari,2023-12-28,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,3211,3211.0,,,,False
pond_d01750af,Nellore,2023-12-25,Stocking,Chaitanya,,Roopchand,10,,40.0,3261,3261.0,,,,False
pond_c01f770d,West Godavari,2023-12-23,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,2394,2394.0,,,,False
pond_cc57546e,West Godavari,2023-12-23,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,2736,2736.0,,,,False
pond_c2428871,West Godavari,2023-12-23,Harvest,Chaitanya,,Roopchand,10,,500.0,,,30000,0,Planned harvest,
pond_ca25b296,West Godavari,2023-12-23,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,1000.0,,,22000,0,Planned harvest,
pond_853f211a,West Godavari,2023-12-22,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,3333.0,,,,False
pond_9a0003fb,West Godavari,2023-12-22,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,1220.0,,,107000,0,Planned harvest,
pond_b08d22b5,West Godavari,2023-12-21,Stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,4706,4706.0,,,,False
pond_7dded911,West Godavari,2023-12-21,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10667,10667.0,,,,False
pond_95fa2b00,Nellore,2023-12-21,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,847.0,,,1950,0,Planned harvest,
pond_aae69640,Nellore,2023-12-20,Stocking,Chaitanya,,Roopchand,10,,50.0,3256,3256.0,,,,False
pond_a4a1da02,West Godavari,2023-12-20,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,14765,14765.0,,,,False
pond_cf53cb6f,Nellore,2023-12-18,Harvest,Chaitanya,,"Roopchand, Catla (Catla catla), Rohu (Labeo rohita)",9:1,,933.0,,,14000,0,Planned harvest,
pond_b842374c,Nellore,2023-12-14,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,25.0,3043,3043.0,,,,True
pond_0efe30b0,West Godavari,2023-12-13,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,4762,4762.0,,,,False
pond_d01750af,Nellore,2023-12-11,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,775.0,,,12400,0,Planned harvest,
pond_f2e849c5,Nellore,2023-12-11,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,794.0,,,14300,0,Planned harvest,
pond_0b972252,Nellore,2023-12-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1060.0,,,70000,0,Planned harvest,
pond_32a4efa1,West Godavari,2023-12-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,350.0,,,18550,0,Planned harvest,
pond_dda2c111,Nellore,2023-12-06,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",8:2,,962.0,,,13000,0,Planned harvest,
pond_6118ad90,West Godavari,2023-12-04,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,5804,5804.0,,,,True
pond_4389488f,West Godavari,2023-11-29,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,82000,0,Planned harvest,
pond_2ec8980d,Nellore,2023-11-26,Partial harvest,Chaitanya,,Roopchand,10,,833.0,,,5000,6000,Planned harvest,
pond_19e0e052,Nellore,2023-11-25,Partial harvest,Chaitanya,,Roopchand,10,,1000.0,,,30000,60000,Planned harvest,
pond_dc98e449,West Godavari,2023-11-24,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,230.0,3443,3443.0,,,,
pond_89aabef8,West Godavari,2023-11-24,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,80.0,6250,6250.0,,,,
pond_3ed934a6,West Godavari,2023-11-22,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5059,5059.0,,,,False
pond_f9e817c6,West Godavari,2023-11-22,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,,,4500,0,Planned harvest,
pond_8e6046b4,West Godavari,2023-11-19,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,108000,0,Planned harvest,
pond_4302964d,West Godavari,2023-11-19,Harvest,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,,,5000000,,Planned harvest,
pond_c8879b29,West Godavari,2023-11-19,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,3154,3154.0,,,,
pond_c8879b29,West Godavari,2023-11-18,Harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1400.0,,,111000,0,Planned harvest,
pond_d452b0a2,West Godavari,2023-11-16,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,40.0,13183,13183.0,,,,False
pond_ec1ee982,Nellore,2023-11-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:1,,250.0,3750,3750.0,,,,False
pond_55356fc9,West Godavari,2023-11-14,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2830,2830.0,,,,False
pond_89aabef8,West Godavari,2023-11-14,Harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,300.0,,,15000,,Planned harvest,
pond_dc98e449,West Godavari,2023-11-13,Harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1200.0,,,52000,,Planned harvest,
pond_32a4efa1,West Godavari,2023-11-11,Partial harvest,Nagaraju P.,Breed-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,350.0,,,30450,53000,Planned harvest,
pond_aae69640,Nellore,2023-11-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,1142.0,,,16000,0,Planned harvest,
pond_d452b0a2,West Godavari,2023-11-10,Harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,200.0,,,9000,0,Planned harvest,
pond_5e81f369,West Godavari,2023-11-09,Stocking,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,350.0,2489,2489.0,,,,
pond_e71ae278,West Godavari,2023-11-08,Stocking,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,5952,5952.0,,,,
pond_c295a799,West Godavari,2023-11-07,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,35087,35087.0,,,,False
pond_bd0f4fd7,Nellore,2023-11-06,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,833.0,,,2500,0,Planned harvest,
pond_5e81f369,West Godavari,2023-11-06,Harvest,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1350.0,,,100000,0,Planned harvest,
pond_ec1ee982,Nellore,2023-11-03,Harvest,Chaitanya,,Roopchand,10,,833.0,,,2500,0,Planned harvest,
pond_299152dc,Nellore,2023-11-02,Stocking,Chaitanya,,"Roopchand, Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,3000,3000.0,,,,False
pond_91c4302d,Nellore,2023-11-02,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,4629,4629.0,,,,True
pond_7fd480e0,West Godavari,2023-11-02,Stocking,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,60.0,6019,6019.0,,,,
pond_11799705,West Godavari,2023-10-25,Partial stocking,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,300.0,1884,1884.0,,,,
pond_20c3d3aa,West Godavari,2023-10-21,Stocking,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,150.0,9975,9975.0,,,,False
pond_01f1ab5c,West Godavari,2023-10-21,Stocking,Nagaraju P.,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,25.0,19853,19853.0,,,,
pond_caca406c,West Godavari,2023-10-20,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2592,2592.0,,,,False
pond_299152dc,Nellore,2023-10-19,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",9:1,,900.0,,,2700,0,Planned harvest,
pond_e71ae278,West Godavari,2023-10-18,Harvest,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,500.0,,,13000,,Planned harvest,
pond_f4e94600,West Godavari,2023-10-16,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,6247,6247.0,,,,False
pond_bdf8fe72,West Godavari,2023-10-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,3012,3012.0,,,,False
pond_8fd1554c,West Godavari,2023-10-10,Stocking,Sanjay,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,25.0,7660,7660.0,,,,
pond_b842374c,Nellore,2023-10-09,Harvest,Chaitanya,,Roopchand,10,,1000.0,,,2500,0,Planned harvest,
pond_7fd480e0,West Godavari,2023-10-08,Harvest,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",9:1,,500.0,,,30000,0,Planned harvest,
pond_a2125373,West Godavari,2023-10-07,Stocking,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,300.0,3882,3882.0,,,,False
pond_1d249330,Nellore,2023-10-04,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,925.0,,,3700,0,Planned harvest,
pond_cab7ba82,West Godavari,2023-10-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,11765,11765.0,,,,False
pond_bbf2cb2b,West Godavari,2023-10-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,5.0,85714,85714.0,,,,False
pond_254a57a2,West Godavari,2023-10-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,5.0,100000,100000.0,,,,False
pond_c2428871,West Godavari,2023-09-30,Stocking,Sai,,Roopchand,10,,50.0,,15000.0,,,,
pond_20c3d3aa,West Godavari,2023-09-26,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,950.0,,,26000,,Planned harvest,
pond_f9e817c6,West Godavari,2023-09-26,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10000,,,,,
pond_ddf602a6,West Godavari,2023-09-25,Stocking,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,520.0,8852,8852.0,,,,
pond_7e1ace3d,West Godavari,2023-09-25,Stocking,Sanjay,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,6915,6915.0,,,,
pond_90a9bb25,West Godavari,2023-09-22,Stocking,Sanjay,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,60.0,4545,4545.0,,,,
pond_a2125373,West Godavari,2023-09-22,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1020.0,,,40000,,Planned harvest,
pond_70614260,West Godavari,2023-09-20,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,5803,5803.0,,,,False
pond_32a4efa1,West Godavari,2023-09-20,Stocking,Nagaraju P.,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,8750,,,,,
pond_5a0db1d6,West Godavari,2023-09-14,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,1818,1818.0,,,,False
pond_f9218e7b,West Godavari,2023-09-12,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,1381,1381.0,,,,False
pond_edb67ba0,Nellore,2023-09-10,Stocking,Chandu,,Roopchand,10,,100.0,3333,3333.0,,,,
pond_1c1e7d4b,Nellore,2023-09-10,Stocking,Chandu,,Roopchand,10,,100.0,4091,4091.0,,,,
pond_11799705,West Godavari,2023-09-10,Partial harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,650.0,,,15000,20000,Planned harvest,
pond_aabd8703,Nellore,2023-09-09,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,2000,2000.0,,,,
pond_a2a9984f,Nellore,2023-09-04,Stocking,Chandu,,Roopchand,10,,250.0,3429,3429.0,,,,
pond_aef38b14,Nellore,2023-09-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",7:3,,900.0,3000,,,,,
pond_040f0594,West Godavari,2023-09-01,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1000.0,,,90000,0,Planned harvest,
pond_ddf602a6,West Godavari,2023-09-01,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1020.0,,,"51,750",0,Planned harvest,
pond_960111d3,West Godavari,2023-09-01,Stocking,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,4300,4300.0,,,,
pond_bf58902e,Nellore,2023-09-01,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,3000,3000.0,,,,
pond_863e7ed4,Nellore,2023-09-01,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,3000,3000.0,,,,
pond_884b1189,West Godavari,2023-08-31,Harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,750.0,,,15000,0,Planned harvest,
pond_91c4302d,Nellore,2023-08-30,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,960.0,,,24000,0,Planned harvest,
pond_c2428871,West Godavari,2023-08-30,Harvest,Sai,,Roopchand,10,,200.0,,,14000,0,Planned harvest,
pond_3be25c81,Nellore,2023-08-25,Stocking,Chandu,,Roopchand,10,,100.0,3429,3429.0,,,,
pond_a10e5445,Nellore,2023-08-25,Stocking,Chandu,,Roopchand,10,,100.0,3600,3600.0,,,,
pond_f41bd81d,West Godavari,2023-08-24,Stocking,Sanjay,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,4467,4467.0,,,,
pond_727e3097,West Godavari,2023-08-22,Stocking,Sanjay,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,9767,9767.0,,,,
pond_da9e5287,Nellore,2023-08-20,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,50.0,3333,3333.0,,,,
pond_6c237175,West Godavari,2023-08-20,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,300.0,,,3300,0,Planned harvest,
pond_0630b31e,West Godavari,2023-08-20,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,600.0,,,9000,0,Planned harvest,
pond_d10c6be5,West Godavari,2023-08-20,Harvest,Sai,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,,,700,,Planned harvest,
pond_960111d3,West Godavari,2023-08-19,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1000.0,,,58000,0,Planned harvest,
